# Gene Family	SampleCoenzyme_B12_biosynthesis_Abundance-RPKs
UniRef50_UPI0003C16C1C: PREDICTED: uroporphyrinogen-III C-methyltransferase-like|unclassified	827.3763823085
UniRef50_UPI00016A9FDF: nitrite/sulfite reductase domain protein, partial	819.1339651751
UniRef50_UPI00016A9FDF: nitrite/sulfite reductase domain protein, partial|unclassified	819.1339651751
UniRef50_P64804: Cob(I)yrinic acid a,c-diamide adenosyltransferase	793.9393574498
UniRef50_P64804: Cob(I)yrinic acid a,c-diamide adenosyltransferase|unclassified	793.9393574498
UniRef50_L6YTW1: Vitamin B12-transporter protein BtuF (Fragment)	783.9541254243
UniRef50_L6YTW1: Vitamin B12-transporter protein BtuF (Fragment)|unclassified	783.9541254243
UniRef50_B1TGJ8	778.6900863897
UniRef50_B1TGJ8|unclassified	778.6900863897
UniRef50_P21921: Precorrin-6Y C(5,15)-methyltransferase [decarboxylating]	769.9473876269
UniRef50_P21921: Precorrin-6Y C(5,15)-methyltransferase [decarboxylating]|unclassified	769.9473876269
UniRef50_Q9HZQ3: Aerobic cobaltochelatase subunit CobN	749.3321695421
UniRef50_Q9HZQ3: Aerobic cobaltochelatase subunit CobN|unclassified	749.3321695421
UniRef50_UPI00016A44D1: cobalamin ABC transporter, permease protein, partial	745.3502120452
UniRef50_UPI00016A44D1: cobalamin ABC transporter, permease protein, partial|unclassified	745.3502120452
UniRef50_UPI00046D60EB: cobalamin biosynthesis protein CobN, partial	744.3448202155
UniRef50_UPI00046D60EB: cobalamin biosynthesis protein CobN, partial|unclassified	744.3448202155
UniRef50_E0XS68	718.7040277741
UniRef50_E0XS68|unclassified	718.7040277741
UniRef50_UPI00046D8AD1: hypothetical protein, partial	704.8196148897
UniRef50_UPI00046D8AD1: hypothetical protein, partial|unclassified	704.8196148897
UniRef50_UPI0003B428B2: hypothetical protein, partial	702.2090142254
UniRef50_UPI0003B428B2: hypothetical protein, partial|unclassified	702.2090142254
UniRef50_B3GZA0: Siroheme synthase	700.4856586637
UniRef50_B3GZA0: Siroheme synthase|unclassified	700.4856586637
UniRef50_UPI00046EFAC6: cobalamin biosynthesis protein CobW	698.4735739499
UniRef50_UPI00046EFAC6: cobalamin biosynthesis protein CobW|unclassified	698.4735739499
UniRef50_UPI0003640FA2: hypothetical protein	689.0207459747
UniRef50_UPI0003640FA2: hypothetical protein|unclassified	689.0207459747
UniRef50_UPI0002557A93: cobalt chelatase, pCobT subunit, partial	680.9851430307
UniRef50_UPI0002557A93: cobalt chelatase, pCobT subunit, partial|unclassified	680.9851430307
UniRef50_UPI000370EC5B: hypothetical protein	672.8912361809
UniRef50_UPI000370EC5B: hypothetical protein|unclassified	672.8912361809
UniRef50_UPI000474DF8A: iron ABC transporter	669.3268075399
UniRef50_UPI000474DF8A: iron ABC transporter|unclassified	669.3268075399
UniRef50_UPI00046D2D56: hypothetical protein	656.9589136440
UniRef50_UPI00046D2D56: hypothetical protein|unclassified	656.9589136440
UniRef50_S9R0M2: Cobalamin biosynthesis protein CobT	656.6320746249
UniRef50_S9R0M2: Cobalamin biosynthesis protein CobT|unclassified	656.6320746249
UniRef50_UPI00016AB51C: cobaltochelatase, partial	644.0848725686
UniRef50_UPI00016AB51C: cobaltochelatase, partial|unclassified	644.0848725686
UniRef50_UPI00039426F7: cobalt-precorrin-6Y C(5)-methyltransferase	642.9246396837
UniRef50_UPI00039426F7: cobalt-precorrin-6Y C(5)-methyltransferase|unclassified	642.9246396837
UniRef50_A1JPQ1: Vitamin B12 import ATP-binding protein BtuD	630.7415251255
UniRef50_A1JPQ1: Vitamin B12 import ATP-binding protein BtuD|unclassified	630.7415251255
UniRef50_I6HAE2: Vitamin B12-binding protein (Fragment)	616.7722029372
UniRef50_I6HAE2: Vitamin B12-binding protein (Fragment)|unclassified	616.7722029372
UniRef50_B2S6H4: Periplasmic binding protein	612.6487012241
UniRef50_B2S6H4: Periplasmic binding protein|unclassified	612.6487012241
UniRef50_UPI00036CB0F2: hypothetical protein, partial	612.3987914286
UniRef50_UPI00036CB0F2: hypothetical protein, partial|unclassified	612.3987914286
UniRef50_UPI000470B726: hypothetical protein	603.5450181340
UniRef50_UPI000470B726: hypothetical protein|unclassified	603.5450181340
UniRef50_UPI0001BCA22D: cobaltochelatase subunit CobN, partial	599.8277892048
UniRef50_UPI0001BCA22D: cobaltochelatase subunit CobN, partial|unclassified	599.8277892048
UniRef50_Q3ILQ9: Siroheme synthase	583.9649534264
UniRef50_Q3ILQ9: Siroheme synthase|unclassified	583.9649534264
UniRef50_UPI0004634938: magnesium chelatase, partial	577.6590710722
UniRef50_UPI0004634938: magnesium chelatase, partial|unclassified	577.6590710722
UniRef50_UPI00025589BF: cobalt chelatase, pCobT subunit, partial	576.4633949312
UniRef50_UPI00025589BF: cobalt chelatase, pCobT subunit, partial|unclassified	576.4633949312
UniRef50_A7MVV6: Vitamin B12 import ATP-binding protein BtuD	571.2465606945
UniRef50_A7MVV6: Vitamin B12 import ATP-binding protein BtuD|unclassified	571.2465606945
UniRef50_UPI0004748F1F: uroporphyrin-III methyltransferase, partial	568.4899568786
UniRef50_UPI0004748F1F: uroporphyrin-III methyltransferase, partial|unclassified	568.4899568786
UniRef50_P21636: Precorrin-6A synthase [deacetylating]	563.3365306011
UniRef50_P21636: Precorrin-6A synthase [deacetylating]|unclassified	563.3365306011
UniRef50_UPI00046355F4: hypothetical protein	550.5464740923
UniRef50_UPI00046355F4: hypothetical protein|unclassified	550.5464740923
UniRef50_UPI00047ED96C: Vitamin B12 import system permease BtuC, partial	544.6655557893
UniRef50_UPI00047ED96C: Vitamin B12 import system permease BtuC, partial|unclassified	544.6655557893
UniRef50_UPI0003B5AF8E: cobalt chelatase, partial	535.2262278281
UniRef50_UPI0003B5AF8E: cobalt chelatase, partial|unclassified	535.2262278281
UniRef50_UPI00034CEE0C: hypothetical protein	534.3708400871
UniRef50_UPI00034CEE0C: hypothetical protein|unclassified	534.3708400871
UniRef50_UPI0003B37F22: precorrin 6A synthase	534.1125881299
UniRef50_UPI0003B37F22: precorrin 6A synthase|unclassified	534.1125881299
UniRef50_P29929: Aerobic cobaltochelatase subunit CobN	529.7011696895
UniRef50_P29929: Aerobic cobaltochelatase subunit CobN|unclassified	529.7011696895
UniRef50_UPI0003B524FD: uroporphyrin-III C-methyltransferase	521.1214449950
UniRef50_UPI0003B524FD: uroporphyrin-III C-methyltransferase|unclassified	521.1214449950
UniRef50_X8BFF8: Putative cobalamin biosynthesis protein cobN	517.7128537561
UniRef50_X8BFF8: Putative cobalamin biosynthesis protein cobN|unclassified	517.7128537561
UniRef50_B1TH21: Mg-chelatase subunit ChlD-like protein	514.4974425689
UniRef50_B1TH21: Mg-chelatase subunit ChlD-like protein|unclassified	514.4974425689
UniRef50_B0JGU0	514.0427739441
UniRef50_B0JGU0|unclassified	514.0427739441
UniRef50_UPI00016B0033: cobalamin ABC transporter, permease protein, partial	513.9365870070
UniRef50_UPI00016B0033: cobalamin ABC transporter, permease protein, partial|unclassified	513.9365870070
UniRef50_Z5X5L6: Precorrin-3B synthase	497.7613617698
UniRef50_Z5X5L6: Precorrin-3B synthase|unclassified	497.7613617698
UniRef50_UPI0001816844: putative uroporphyrinogen-III c-methyltransferase protein (partial sequence c terminus)	481.7116040290
UniRef50_UPI0001816844: putative uroporphyrinogen-III c-methyltransferase protein (partial sequence c terminus)|unclassified	481.7116040290
UniRef50_UPI000366DBB6: hypothetical protein, partial	459.9584431626
UniRef50_UPI000366DBB6: hypothetical protein, partial|unclassified	459.9584431626
UniRef50_Q58375: Uroporphyrinogen-III C-methyltransferase	458.5339324390
UniRef50_Q58375: Uroporphyrinogen-III C-methyltransferase|unclassified	458.5339324390
UniRef50_UPI00046EAF6C: precorrin-6Y C5,15-methyltransferase	457.3290500983
UniRef50_UPI00046EAF6C: precorrin-6Y C5,15-methyltransferase|unclassified	457.3290500983
UniRef50_UPI000262BA0E: precorrin 6A synthase, partial	457.2152104454
UniRef50_UPI000262BA0E: precorrin 6A synthase, partial|unclassified	457.2152104454
UniRef50_UPI000465DBF5: cobalamin biosynthesis protein CobN	453.3434276003
UniRef50_UPI000465DBF5: cobalamin biosynthesis protein CobN|unclassified	453.3434276003
UniRef50_U2H8Q7: Vitamin B12 ABC transporter, B12-binding component BtuF	444.8472871070
UniRef50_U2H8Q7: Vitamin B12 ABC transporter, B12-binding component BtuF|unclassified	444.8472871070
UniRef50_UPI00035F6A5C: cobaltochelatase, partial	444.2947942897
UniRef50_UPI00035F6A5C: cobaltochelatase, partial|unclassified	444.2947942897
UniRef50_W2UXB3: Vitamin B12 transporter	440.7902950862
UniRef50_W2UXB3: Vitamin B12 transporter|unclassified	440.7902950862
UniRef50_UPI000467E85E: TonB-dependent receptor	440.7272458209
UniRef50_UPI000467E85E: TonB-dependent receptor|unclassified	440.7272458209
UniRef50_UPI0002E8FFE6: hypothetical protein	438.4981512762
UniRef50_UPI0002E8FFE6: hypothetical protein|unclassified	438.4981512762
UniRef50_UPI00016A5948: Precorrin-3B synthase, partial	437.7933847954
UniRef50_UPI00016A5948: Precorrin-3B synthase, partial|unclassified	437.7933847954
UniRef50_UPI0003685835: hypothetical protein	434.6795873031
UniRef50_UPI0003685835: hypothetical protein|unclassified	434.6795873031
UniRef50_UPI00047161E6: hypothetical protein	433.0260844852
UniRef50_UPI00047161E6: hypothetical protein|unclassified	433.0260844852
UniRef50_A0A044IX20: Magnesium chelatase	432.5489041679
UniRef50_A0A044IX20: Magnesium chelatase|unclassified	432.5489041679
UniRef50_Q55749: Uroporphyrinogen-III C-methyltransferase	426.7022784170
UniRef50_Q55749: Uroporphyrinogen-III C-methyltransferase|unclassified	426.7022784170
UniRef50_UPI0003780C5A: hypothetical protein, partial	425.3191018778
UniRef50_UPI0003780C5A: hypothetical protein, partial|unclassified	425.3191018778
UniRef50_Q2T0A3: Vitamin B12 transport protein BtuF, putative	420.0018317527
UniRef50_Q2T0A3: Vitamin B12 transport protein BtuF, putative|unclassified	420.0018317527
UniRef50_UPI000306A934: hypothetical protein	419.6950501853
UniRef50_UPI000306A934: hypothetical protein|unclassified	419.6950501853
UniRef50_Q6LQ77: Vitamin B12 import ATP-binding protein BtuD	418.0145710423
UniRef50_Q6LQ77: Vitamin B12 import ATP-binding protein BtuD|unclassified	418.0145710423
UniRef50_E7C272: MoxR-like ATPases	415.4875654700
UniRef50_E7C272: MoxR-like ATPases|unclassified	415.4875654700
UniRef50_W1ELH8: Vitamin B12 ABC transporter, B12-binding component BtuF	413.3638604611
UniRef50_W1ELH8: Vitamin B12 ABC transporter, B12-binding component BtuF|unclassified	413.3638604611
UniRef50_Q12K94: Periplasmic binding protein	410.8838359048
UniRef50_Q12K94: Periplasmic binding protein|unclassified	410.8838359048
UniRef50_UPI00047365F2: hypothetical protein, partial	410.3206313583
UniRef50_UPI00047365F2: hypothetical protein, partial|unclassified	410.3206313583
UniRef50_F0GH26: Periplasmic binding protein (Fragment)	407.9559341887
UniRef50_F0GH26: Periplasmic binding protein (Fragment)|unclassified	407.9559341887
UniRef50_Q820Q4: Siroheme synthase	407.2502944502
UniRef50_Q820Q4: Siroheme synthase|unclassified	407.2502944502
UniRef50_J8UZ89	406.8797468632
UniRef50_J8UZ89|unclassified	406.8797468632
UniRef50_UPI00046CCA4C: cobalamin biosynthesis protein CobN	404.9397023411
UniRef50_UPI00046CCA4C: cobalamin biosynthesis protein CobN|unclassified	404.9397023411
UniRef50_Q55451: Sirohydrochlorin cobaltochelatase	404.0651253884
UniRef50_Q55451: Sirohydrochlorin cobaltochelatase|unclassified	404.0651253884
UniRef50_A0A011S042: Putative cobalt-precorrin-6Y C(15)-methyltransferase [decarboxylating]	400.2812339278
UniRef50_A0A011S042: Putative cobalt-precorrin-6Y C(15)-methyltransferase [decarboxylating]|unclassified	400.2812339278
UniRef50_UPI00035E7EB8: hypothetical protein	399.0421814437
UniRef50_UPI00035E7EB8: hypothetical protein|unclassified	399.0421814437
UniRef50_UPI00036AC882: hypothetical protein	398.7283424429
UniRef50_UPI00036AC882: hypothetical protein|unclassified	398.7283424429
UniRef50_UPI0004172D75: cobalamin biosynthesis protein CobN	395.1701862101
UniRef50_UPI0004172D75: cobalamin biosynthesis protein CobN|unclassified	395.1701862101
UniRef50_Q7VZ77: Siroheme synthase	389.8419821500
UniRef50_Q7VZ77: Siroheme synthase|unclassified	389.8419821500
UniRef50_Q9I2W4: Uroporphyrinogen-III C-methyltransferase	388.5804936228
UniRef50_Q9I2W4: Uroporphyrinogen-III C-methyltransferase|unclassified	388.5804936228
UniRef50_UPI00047C6447: cobalamin biosynthesis protein CobN	388.5749901630
UniRef50_UPI00047C6447: cobalamin biosynthesis protein CobN|unclassified	388.5749901630
UniRef50_UPI00037CC88A: hypothetical protein	383.4712285348
UniRef50_UPI00037CC88A: hypothetical protein|unclassified	383.4712285348
UniRef50_UPI000479A036: TonB-dependent receptor, partial	380.5574623438
UniRef50_UPI000479A036: TonB-dependent receptor, partial|unclassified	380.5574623438
UniRef50_P29928: Uroporphyrinogen-III C-methyltransferase	372.8648488811
UniRef50_P29928: Uroporphyrinogen-III C-methyltransferase|unclassified	372.8648488811
UniRef50_UPI00035DB90E: hypothetical protein, partial	367.3925001259
UniRef50_UPI00035DB90E: hypothetical protein, partial|unclassified	367.3925001259
UniRef50_UPI0001A431B6: vitamin B12-transporter ATPase	366.2728023662
UniRef50_UPI0001A431B6: vitamin B12-transporter ATPase|unclassified	366.2728023662
UniRef50_UPI00037BA87A: hypothetical protein, partial	363.7827869128
UniRef50_UPI00037BA87A: hypothetical protein, partial|unclassified	363.7827869128
UniRef50_UPI00046FE0AC: hypothetical protein	362.3308475061
UniRef50_UPI00046FE0AC: hypothetical protein|unclassified	362.3308475061
UniRef50_UPI000369BB03: hypothetical protein, partial	360.0854374469
UniRef50_UPI000369BB03: hypothetical protein, partial|unclassified	360.0854374469
UniRef50_S5KDB2: ABC transporter substrate-binding protein	357.2434807853
UniRef50_S5KDB2: ABC transporter substrate-binding protein|unclassified	357.2434807853
UniRef50_UPI0004646FEA: hypothetical protein	357.2144938838
UniRef50_UPI0004646FEA: hypothetical protein|unclassified	357.2144938838
UniRef50_UPI00037FE4CD: hypothetical protein	352.9169442174
UniRef50_UPI00037FE4CD: hypothetical protein|unclassified	352.9169442174
UniRef50_UPI000376DBA6: hypothetical protein	348.4546954606
UniRef50_UPI000376DBA6: hypothetical protein|unclassified	348.4546954606
UniRef50_UPI00037D4ADF: hypothetical protein, partial	344.8481779263
UniRef50_UPI00037D4ADF: hypothetical protein, partial|unclassified	344.8481779263
UniRef50_UPI00016A89DC: cobaltochelatase, partial	341.8651550093
UniRef50_UPI00016A89DC: cobaltochelatase, partial|unclassified	341.8651550093
UniRef50_G0CD21	340.3944346802
UniRef50_G0CD21|unclassified	340.3944346802
UniRef50_G9YZ18: Putative vitamin B12-binding protein	339.7963589505
UniRef50_G9YZ18: Putative vitamin B12-binding protein|unclassified	339.7963589505
UniRef50_UPI0003767C06: hypothetical protein	338.7152740770
UniRef50_UPI0003767C06: hypothetical protein|unclassified	338.7152740770
UniRef50_X8DCE1	338.5500541854
UniRef50_X8DCE1|unclassified	338.5500541854
UniRef50_UPI00035CF526: hypothetical protein	334.7357485106
UniRef50_UPI00035CF526: hypothetical protein|unclassified	334.7357485106
UniRef50_O34744: Uroporphyrinogen-III C-methyltransferase	334.4469807915
UniRef50_O34744: Uroporphyrinogen-III C-methyltransferase|unclassified	334.4469807915
UniRef50_G5PNV8: Vitamin B12 ABC transporter ATPase BtuD	333.7236988267
UniRef50_G5PNV8: Vitamin B12 ABC transporter ATPase BtuD|unclassified	333.7236988267
UniRef50_UPI0001FFF747: precorrin-6Y C5,15-methyltransferase, partial	328.2074543994
UniRef50_UPI0001FFF747: precorrin-6Y C5,15-methyltransferase, partial|unclassified	328.2074543994
UniRef50_F2LDI8: Magnesium chelatase subunit ChlD	327.5947100213
UniRef50_F2LDI8: Magnesium chelatase subunit ChlD|unclassified	327.5947100213
UniRef50_UPI0003B7BAA0: cobaltochelatase subunit CobN	325.5031644488
UniRef50_UPI0003B7BAA0: cobaltochelatase subunit CobN|unclassified	325.5031644488
UniRef50_UPI0003F737E1: hypothetical protein	324.1428270253
UniRef50_UPI0003F737E1: hypothetical protein|unclassified	324.1428270253
UniRef50_UPI000466AA53: MULTISPECIES: ABC transporter	320.3703572225
UniRef50_UPI000466AA53: MULTISPECIES: ABC transporter|unclassified	320.3703572225
UniRef50_UPI00046D1A4E: hypothetical protein	320.1545600498
UniRef50_UPI00046D1A4E: hypothetical protein|unclassified	320.1545600498
UniRef50_C3L2A6	319.1002935171
UniRef50_C3L2A6|unclassified	319.1002935171
UniRef50_Q46BL0: S-adenosyl-L-methionine-dependent uroporphyrinogen III methyltransferase	318.5366614829
UniRef50_Q46BL0: S-adenosyl-L-methionine-dependent uroporphyrinogen III methyltransferase|unclassified	318.5366614829
UniRef50_UPI0003808977: hypothetical protein, partial	315.1843603772
UniRef50_UPI0003808977: hypothetical protein, partial|unclassified	315.1843603772
UniRef50_UPI000367014A: hypothetical protein	313.3479796282
UniRef50_UPI000367014A: hypothetical protein|unclassified	313.3479796282
UniRef50_B1FRC9	310.3911470572
UniRef50_B1FRC9|unclassified	310.3911470572
UniRef50_F3H1X7: Ferredoxin--nitrite reductase	306.4306817498
UniRef50_F3H1X7: Ferredoxin--nitrite reductase|unclassified	306.4306817498
UniRef50_UPI00047EC70F: hypothetical protein, partial	305.8365879008
UniRef50_UPI00047EC70F: hypothetical protein, partial|unclassified	305.8365879008
UniRef50_O87690: Sirohydrochlorin cobaltochelatase	304.1075877573
UniRef50_O87690: Sirohydrochlorin cobaltochelatase|unclassified	304.1075877573
UniRef50_E6SSU6: Periplasmic binding protein	303.5209404659
UniRef50_E6SSU6: Periplasmic binding protein|unclassified	303.5209404659
UniRef50_H8IVQ5	301.7526183412
UniRef50_H8IVQ5|unclassified	301.7526183412
UniRef50_H0BZQ5: Cobalt chelatase subunit CobS	299.1399828135
UniRef50_H0BZQ5: Cobalt chelatase subunit CobS|unclassified	299.1399828135
UniRef50_R7ENM0: AspT/YidE/YbjL antiporter duplication domain-containing protein	298.3470887899
UniRef50_R7ENM0: AspT/YidE/YbjL antiporter duplication domain-containing protein|unclassified	298.3470887899
UniRef50_UPI00036213A4: hypothetical protein	295.3943363600
UniRef50_UPI00036213A4: hypothetical protein|unclassified	295.3943363600
UniRef50_E3Z6I6: ABC transporter, substrate-binding protein	293.8879222124
UniRef50_E3Z6I6: ABC transporter, substrate-binding protein|unclassified	293.8879222124
UniRef50_UPI00047C047A: HemD protein	292.8543283203
UniRef50_UPI00047C047A: HemD protein|unclassified	292.8543283203
UniRef50_UPI00047E993E: SAM-dependent methlyltransferase	291.9382650670
UniRef50_UPI00047E993E: SAM-dependent methlyltransferase|unclassified	291.9382650670
UniRef50_D4VLD7	291.1674916541
UniRef50_D4VLD7|unclassified	291.1674916541
UniRef50_UPI0003955EF4: iron ABC transporter	290.9082502504
UniRef50_UPI0003955EF4: iron ABC transporter|unclassified	290.9082502504
UniRef50_UPI00037E6E63: precorrin-6y methyltransferase, partial	289.6202280826
UniRef50_UPI00037E6E63: precorrin-6y methyltransferase, partial|unclassified	289.6202280826
UniRef50_UPI0003C1AB12: PREDICTED: probable ABC transporter ATP-binding protein in ycf23-apcF intergenic region-like	288.5035082663
UniRef50_UPI0003C1AB12: PREDICTED: probable ABC transporter ATP-binding protein in ycf23-apcF intergenic region-like|unclassified	288.5035082663
UniRef50_UPI00046EE495: hypothetical protein	287.7362965007
UniRef50_UPI00046EE495: hypothetical protein|unclassified	287.7362965007
UniRef50_UPI00036DAFCD: hypothetical protein	285.2020051417
UniRef50_UPI00036DAFCD: hypothetical protein|unclassified	285.2020051417
UniRef50_UPI000169D256: cobalamin biosynthesis protein cobG	282.3808508502
UniRef50_UPI000169D256: cobalamin biosynthesis protein cobG|unclassified	282.3808508502
UniRef50_UPI00036FC1CC: hypothetical protein	282.0009548587
UniRef50_UPI00036FC1CC: hypothetical protein|unclassified	282.0009548587
UniRef50_UPI0003757D0F: MULTISPECIES: hypothetical protein	279.4962743212
UniRef50_UPI0003757D0F: MULTISPECIES: hypothetical protein|unclassified	279.4962743212
UniRef50_A1WYD5: Siroheme synthase 2	279.2603049009
UniRef50_A1WYD5: Siroheme synthase 2|unclassified	279.2603049009
UniRef50_O87694: Cobalamin biosynthesis bifunctional protein CbiET	277.7204192419
UniRef50_O87694: Cobalamin biosynthesis bifunctional protein CbiET|unclassified	277.7204192419
UniRef50_B4SGS5: Periplasmic binding protein	276.2446745675
UniRef50_B4SGS5: Periplasmic binding protein|unclassified	276.2446745675
UniRef50_UPI0003649339: hypothetical protein	275.4749761720
UniRef50_UPI0003649339: hypothetical protein|unclassified	275.4749761720
UniRef50_Q896P3: Iron(III) dicitrate-binding periplasmic protein hmuT	273.8252514860
UniRef50_Q896P3: Iron(III) dicitrate-binding periplasmic protein hmuT|unclassified	273.8252514860
UniRef50_UPI0002DF1782: Vitamin B12-binding protein	271.1528080141
UniRef50_UPI0002DF1782: Vitamin B12-binding protein|unclassified	271.1528080141
UniRef50_UPI0004710D29: hypothetical protein	267.7478428671
UniRef50_UPI0004710D29: hypothetical protein|unclassified	267.7478428671
UniRef50_Q0TQY3	266.8879968828
UniRef50_Q0TQY3|unclassified	266.8879968828
UniRef50_UPI00046CFF18: hypothetical protein	266.3359914755
UniRef50_UPI00046CFF18: hypothetical protein|unclassified	266.3359914755
UniRef50_UPI0003620860: hypothetical protein	263.8333004787
UniRef50_UPI0003620860: hypothetical protein|unclassified	263.8333004787
UniRef50_Q58321: Magnesium-chelatase subunit ChlI homolog	263.8067077888
UniRef50_Q58321: Magnesium-chelatase subunit ChlI homolog|unclassified	263.8067077888
UniRef50_UPI0004778C15: uroporphyrin-III methyltransferase	263.1378315471
UniRef50_UPI0004778C15: uroporphyrin-III methyltransferase|unclassified	263.1378315471
UniRef50_Q89NU8: Bll3736 protein	261.7778655634
UniRef50_Q89NU8: Bll3736 protein|unclassified	261.7778655634
UniRef50_UPI0002D79032: ligand-gated channel	260.5205998496
UniRef50_UPI0002D79032: ligand-gated channel|unclassified	260.5205998496
UniRef50_K8CJW3: Vitamin B12 ABC transporter, B12-binding component BtuF	256.3741755055
UniRef50_K8CJW3: Vitamin B12 ABC transporter, B12-binding component BtuF|unclassified	256.3741755055
UniRef50_Q7N3Q4: Vitamin B12 import ATP-binding protein BtuD	256.3172421498
UniRef50_Q7N3Q4: Vitamin B12 import ATP-binding protein BtuD|unclassified	256.3172421498
UniRef50_Q493N1: Siroheme synthase	255.0361389363
UniRef50_Q493N1: Siroheme synthase|unclassified	255.0361389363
UniRef50_E6VC68: Periplasmic binding protein	254.5224984331
UniRef50_E6VC68: Periplasmic binding protein|unclassified	254.5224984331
UniRef50_UPI00037E796A: hypothetical protein, partial	253.8582308243
UniRef50_UPI00037E796A: hypothetical protein, partial|unclassified	253.8582308243
UniRef50_UPI0003125E15: hypothetical protein	251.5459896251
UniRef50_UPI0003125E15: hypothetical protein|unclassified	251.5459896251
UniRef50_A6LIW6: Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase	250.5824021869
UniRef50_A6LIW6: Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase|unclassified	250.5824021869
UniRef50_UPI000381E17F: hypothetical protein	250.1200917047
UniRef50_UPI000381E17F: hypothetical protein|unclassified	250.1200917047
UniRef50_K1TKW4: TonB-dependent receptor (Fragment)	246.2596434070
UniRef50_K1TKW4: TonB-dependent receptor (Fragment)|unclassified	246.2596434070
UniRef50_P42451: Uroporphyrinogen-III C-methyltransferase	245.8874707630
